Year,Month,news_category,keyword,headline,date,news_station,link
2023,Feb,เศรษฐกิจ/การเงิน,จีน,นโยบายกระตุ้นให้มีลูกไม่ได้ช่วยอะไร!‘โรงเรียนอนุบาลเอกชน’ในจีนเริ่มปิดตัวรับขาดทุนสะสมหลังจำนวนเด็กเกิดใหม่ลดลงต่ำสุดเป็นประวัติการณ์,2023-02-15,The Standard,https://thestandard.co/private-kindergartens-china-closed/
2023,Feb,เศรษฐกิจ/การเงิน,จีน,ชมคลิป:เฮดจ์ฟันด์หันซบ‘หุ้นจีน’ความหวังกำไรปีนี้|MorningWealth3ก.พ.2566,2023-02-03,The Standard,https://thestandard.co/morning-wealth-03022023/
2023,Feb,เศรษฐกิจ/การเงิน,เศรษฐกิจ,เศรษฐกิจอเมริกาน่ากังวลดึงราคากระเป๋าในตลาดขายต่อลดลงตามไปด้วย,2023-02-17,The Standard,https://thestandard.co/usa-economy-brandname-prices/
2023,Feb,เศรษฐกิจ/การเงิน,เศรษฐกิจ,"""ร้านลุงทู""เมนูอาหาร10บาทสวนทางเศรษฐกิจ",2023-02-02,ThaiPBS,https://www.thaipbs.or.th/news/content/324146
2023,Feb,เศรษฐกิจ/การเงิน,หุ้นไทย,ต่างชาติขายหุ้นไทยรุนแรงสุดในรอบ3ปีผิดหวังกำไรต่ำคาดผู้จัดการกองทุนหุ้นจะฟื้นตัวก่อนเลือกตั้ง,2023-02-27,ไทยรัฐ,https://www.thairath.co.th/money/investment/stocks/2640608
2023,Feb,เศรษฐกิจ/การเงิน,หุ้นไทย,"หุ้นไทยวันนี้17ก.พ.66ปิดตลาดหุ้นบ่ายปรับลด6.62ดัชนีอยู่ที่1,651",2023-02-17,ไทยรัฐ,https://www.thairath.co.th/money/investment/stocks/2632578
2023,Mar,เศรษฐกิจ/การเงิน,หุ้น,10เรื่องต้องรู้หุ้นIPO‘พีอาร์ทีอาร์กรุ๊ป’ที่เข้าเทรด15มี.ค.นี้โดยมีJMARTประกาศซื้อBigLotจำนวน90ล้านหุ้น,2023-03-13,The Standard,https://thestandard.co/10-facts-about-ipo-stocks/
2023,Mar,เศรษฐกิจ/การเงิน,หุ้น,จับสัญญาณ3หุ้นปั๊มฯกำไรกำลังพุ่งหลังปลดล็อกค่าการตลาด,2023-03-08,ไทยรัฐ,https://www.thairath.co.th/money/investment/stocks/2648003
2023,Mar,เศรษฐกิจ/การเงิน,ตลาด,“SENA”กางแผนปี66ทุ่มเกือบหมื่นล้านผุด10ธุรกิจใหม่พร้อมเตรียมดันบ.ลูกเข้าตลาดหุ้น,2023-03-03,ไทยรัฐ,https://www.thairath.co.th/money/investment/stocks/2644743
2023,Mar,เศรษฐกิจ/การเงิน,ตลาด,"แมคโดนัลด์ประกาศศึกขอท้าชนตลาดไก่ทอดมั่นใจ""แมคไก่""ครองใจคนไม่ยาก",2023-03-27,ไทยรัฐ,https://www.thairath.co.th/money/business_marketing/marketing/2664953
2023,Mar,เศรษฐกิจ/การเงิน,แบงก์,ชมคลิป:‘กอบศักดิ์’แนะทยอยซื้อหุ้นเทคสหรัฐฯเชื่อผลตอบแทนในอีก1-2ปีดีกว่าฝากแบงก์|THESTANDARDWEALTH,2023-03-09,The Standard,https://thestandard.co/morning-wealth-09032023-3/
2023,Mar,เศรษฐกิจ/การเงิน,แบงก์,รมว.คลังเผยหารือผู้ว่าแบงก์ชาติกรณีSVBต่อเนื่องลั่นพร้อมดูแลต่อแม้เป็นรัฐบาลรักษาการ,2023-03-15,The Standard,https://thestandard.co/mof-discuss-bot-svb-case/
2023,Mar,เศรษฐกิจ/การเงิน,ธุรกิจ,"‘คิงเพาเวอร์’เขย่าโครงสร้างธุรกิจใหม่ขยับจาก4เป็น8แกนหลักพร้อมลงทุน3พันล้านบาทเสริมทัพDutyFreeอีก10,000ตารางเมตร",2023-03-10,The Standard,https://thestandard.co/king-power-multi-business/
2023,Mar,เศรษฐกิจ/การเงิน,ธุรกิจ,Appleเห็นโอกาสขนาดไหนในธุรกิจหนัง?ถึงจะอัดงบลงทุนปีละ3หมื่นล้านบุกวงการฮอลลีวูด,2023-03-26,ไทยรัฐ,https://www.thairath.co.th/money/business_marketing/marketing/2662975
2023,Mar,เศรษฐกิจ/การเงิน,สหรัฐฯ,ไบเดนเบรกทุนจีนผงาดจัดงบหลักล้านล้านหนุนผู้ผลิตชิปเซมิคอนดักเตอร์ตั้งโรงงานผลิตในสหรัฐฯ,2023-03-01,ไทยรัฐ,https://www.thairath.co.th/money/economics/world_econ/2642846
2023,Mar,เศรษฐกิจ/การเงิน,สหรัฐฯ,ธปท.ติดตามวิกฤติแบงก์สหรัฐฯยุโรปอย่างใกล้ชิดย้ำธนาคารไทยแข็งแกร่งรับมือได้,2023-03-20,ไทยรัฐ,https://www.thairath.co.th/money/personal_finance/banking_bond/2658888
2023,Mar,เศรษฐกิจ/การเงิน,วิกฤต,ทำไมแบงก์ญี่ปุ่นถึงเป็น‘หลุมหลบภัย’ท่ามกลางวิกฤตสถาบันการเงินที่กำลังร้อนระอุ,2023-03-26,The Standard,https://thestandard.co/japan-bank-safe-zone/
2023,Mar,เศรษฐกิจ/การเงิน,วิกฤต,ธนาคารแห่งชาติสวิสประกาศอุ้ม‘CreditSuisse’หากจำเป็นหวังลดเสี่ยงวิกฤตลามล่าสุดกำลังให้เงินกู้ช่วยเหลือ5หมื่นล้านฟรังก์สวิส,2023-03-16,The Standard,https://thestandard.co/snb-ready-help-credit-suisse/
2023,Mar,เศรษฐกิจ/การเงิน,จีน,จีนยังครองแชมป์โอนซื้อคอนโดไทย,2023-03-24,ไทยรัฐ,https://www.thairath.co.th/money/business_marketing/marketing/2662311
2023,Mar,เศรษฐกิจ/การเงิน,จีน,Vanguardถอนธุรกิจจากตลาดจีนโดยสมบูรณ์หลังเปลี่ยนมุมมองจากที่เคยมองว่าจีนคืออนาคตที่สดใส,2023-03-21,The Standard,https://thestandard.co/vanguard-completely-withdraw-business-from-china/
2023,Mar,เศรษฐกิจ/การเงิน,ธนาคาร,แบงก์ชาติตอบกรณีธนาคาร‘สหรัฐ-ยุโรป’เจอปัญหากระทบประเทศไทยจำกัด,2023-03-20,workpoint,https://workpointtoday.com/bank-of-thailand-assures-us-europe-bank-collapse-will-not-affect-thai/
2023,Mar,เศรษฐกิจ/การเงิน,ธนาคาร,เปิดยืนยันตัวตนบัตรสวัสดิการแห่งรัฐเสาร์-อาทิตย์ที่ธนาคารรัฐฯในห้าง,2023-03-08,ไทยรัฐ,https://www.thairath.co.th/money/economics/thailand_econ/2648606
2023,Mar,เศรษฐกิจ/การเงิน,ดอลลาร์,เงินบาทแข็งพรวด!แตะระดับ34.62บาทต่อดอลลาร์หลังตลาดปรับลดโอกาสFedเร่งขึ้นดอกเบี้ยจากปัญหาวิกฤตSVB,2023-03-13,The Standard,https://thestandard.co/strengthening-34-62-baht-per-dollar/
2023,Mar,เศรษฐกิจ/การเงิน,ดอลลาร์,ซีอีโอ‘ไทยออยล์’มองน้ำมัน1Hอยู่ที่80-85ดอลลาร์ชี้ราคาเสี่ยงผันผวนดอกเบี้ยขาขึ้นกดดีมานด์ฉุดรายได้ปีนี้ลดลงจากปีก่อน,2023-03-08,The Standard,https://thestandard.co/thaioil-sees-1h-oil-at-80-85-dollar/
2023,Mar,เศรษฐกิจ/การเงิน,เศรษฐกิจ,จีนปรับลดเงินสำรองขั้นต่ำของแบงก์ลงอีก0.25%มีผล27มี.ค.นี้หวังกระตุ้นเศรษฐกิจ,2023-03-17,The Standard,https://thestandard.co/pboc-cuts-reserve-requirement-ratio/
2023,Mar,เศรษฐกิจ/การเงิน,เศรษฐกิจ,‘ประสาร’มองเศรษฐกิจโลกอยู่ในช่วง‘หัวเลี้ยวหัวต่อ’แนะนักลงทุนติดตาม4ปัจจัยเสี่ยงคาดกรณีแบงก์SVBล้มในสหรัฐฯไม่กระทบในวงกว้าง,2023-03-11,The Standard,https://thestandard.co/prasarn-world-economic-svb-situation/
2023,Apr,เศรษฐกิจ/การเงิน,เงิน,ดอลลาร์เสื่อมมนตร์ขลังกลุ่มประเทศBRICSเตรียมสร้างสกุลเงินของตนเอง,2023-04-10,The Standard,https://thestandard.co/brics-plans-to-create-its-own-currency/
2023,Apr,เศรษฐกิจ/การเงิน,เงิน,ชมคลิป:Appleเปิดตัวบัญชีเงินฝากให้ผลตอบแทน4.15%ต่อปี|THESTANDARDWEALTH,2023-04-18,The Standard,https://thestandard.co/morning-wealth-18042023-2/
2023,Apr,เศรษฐกิจ/การเงิน,หุ้น,"หุ้นไทยวันนี้7เม.ย.66ปิดตลาดหุ้นเช้าปรับขึ้น9.18ดัชนีอยู่ที่1,580จุด",2023-04-07,ไทยรัฐ,https://www.thairath.co.th/money/investment/stocks/2674380
2023,Apr,เศรษฐกิจ/การเงิน,หุ้น,หุ้นกลุ่มเจมาร์ทดิ่งหนักนักวิเคราะห์ฯชี้พื้นฐานไม่เปลี่ยนคาดกำไรเติบโตดี,2023-04-19,ไทยรัฐ,https://www.thairath.co.th/money/investment/stocks/2683645
2023,Apr,เศรษฐกิจ/การเงิน,ตลาด,"ราคาทองราคาทองวันนี้10เม.ย.2566เปิดตลาดรูปพรรณขายออก32,900บาท",2023-04-10,ไทยรัฐ,https://www.thairath.co.th/money/investment/gold/2676500
2023,Apr,เศรษฐกิจ/การเงิน,ตลาด,"ราคาทองราคาทองวันนี้13เม.ย.2566เปิดตลาดเช้ารูปพรรณขาย33,050บาท",2023-04-13,ไทยรัฐ,https://www.thairath.co.th/money/investment/gold/2678988
2023,Apr,เศรษฐกิจ/การเงิน,โลก,ปมหนี้ท่วมโลกแก้ยากขึ้น‘IMF’เรียกร้องจีนแสดงจุดยืนในการร่วมปฏิบัติตามกฎเพื่อช่วยคลายปม,2023-04-07,The Standard,https://thestandard.co/imf-urge-china-to-join-debt-restructuring/
2023,Apr,เศรษฐกิจ/การเงิน,โลก,"‘แบงก์กรุงเทพ’โกยกำไรไตรมาสแรก10,129ล้านบาทยังตั้งสำรองสูงรองรับความไม่แน่นอนของเศรษฐกิจโลกที่อาจกระทบไทยในระยะข้างหน้า",2023-04-20,The Standard,https://thestandard.co/bangkok-bank-profit-first-quarter/
2023,Apr,เศรษฐกิจ/การเงิน,จีน,หุ้นเทคAIจีนร่วงครั้งใหญ่สุดนับตั้งแต่เดือนพ.ย.ปีที่แล้วเหตุแนวโน้มกำไรลด-ศึกแชตบอตดึงต้นทุนพุ่ง,2023-04-15,The Standard,https://thestandard.co/china-ai-stocks-frenzy-loses/
2023,Apr,เศรษฐกิจ/การเงิน,จีน,อัตราเงินเฟ้อจีนชะลอตัวต่ำสุดในรอบ18เดือน!สะท้อนดีมานด์ยังอ่อนแอจับตารัฐออกมาตรการกระตุ้นเพิ่มเติม,2023-04-11,The Standard,https://thestandard.co/china-inflation-lowest-in-18-months/
2023,Apr,เศรษฐกิจ/การเงิน,เศรษฐกิจ,"นักลงทุนจับตาผลประกอบการของบิ๊กเทคอย่างMicrosoft,Alphabet,AmazonและMetaท่ามกลางความกลัวภาวะเศรษฐกิจถดถอย",2023-04-24,The Standard,https://thestandard.co/keep-an-eye-on-big-techs-performance/
2023,Apr,เศรษฐกิจ/การเงิน,เศรษฐกิจ,พนักงานของโลก!สถิติชี้แรงงานอินเดียส่งเงินกลับประเทศมากสุดเมื่อปี2022ทะลุ1แสนล้านดอลลาร์ฟากเศรษฐกิจยังแกร่งแม้ส่งออกหดตัว,2023-04-21,The Standard,https://thestandard.co/indian-workers-remittances-2022/
2023,Apr,เศรษฐกิจ/การเงิน,ลงทุน,ลงทุนหุ้นจีนเปิดประเทศรอบนี้ตลาดหุ้นจีนน่าสนใจหรือยัง,2023-04-05,workpoint,https://workpointtoday.com/is-it-a-good-idea-to-invest-in-china-2023/
2023,Apr,เศรษฐกิจ/การเงิน,ลงทุน,‘Kubota’พร้อมขึ้นขบวนEV!ประกาศลงทุนพันล้านเยนผลิตชิ้นส่วนแบตเตอรี่ที่โอซาก้าป้อนอุตสาหกรรมยานยนต์ไฟฟ้า,2023-04-28,The Standard,https://thestandard.co/kubota-ev-investment/
2023,Apr,เศรษฐกิจ/การเงิน,ธุรกิจ,เงินติดล้อชี้กลุ่มSACAเทขายเพื่อการปรับโครงสร้างย้ำหุ้นใหญ่ถือครบเชื่อมั่นธุรกิจโตแรง,2023-04-07,ไทยรัฐ,https://www.thairath.co.th/money/investment/stocks/2674300
2023,Apr,เศรษฐกิจ/การเงิน,ธุรกิจ,KBANKตั้งบริษัทใหม่‘เงินให้ใจ’รุกธุรกิจสินเชื่อจำนำทะเบียนรถ-สินเชื่อเช่าซื้อรถยนต์,2023-04-25,The Standard,https://thestandard.co/kbank-new-credit-company/
2023,Apr,เศรษฐกิจ/การเงิน,กำไร,แกะกำไรธนาคารไตรมาสแรกกำไรพุ่งจับตาคุณภาพหนี้ลูกค้ารายใหญ่เริ่มสร้างความกดดัน,2023-04-22,ไทยรัฐ,https://www.thairath.co.th/money/personal_finance/banking_bond/2685940
2023,Apr,เศรษฐกิจ/การเงิน,กำไร,KTB–1Q66กำไรดีเกินคาดเพราะรายได้สูงกว่าคาด,2023-04-20,The Standard,https://thestandard.co/market-focus-ktb-1q66/
2023,Apr,เศรษฐกิจ/การเงิน,ดอลลาร์,สถานะเบอร์1ดอลลาร์กำลังสั่นคลอน?หลายประเทศเริ่มมองหาทางเลือกหวังลดพึ่งพาดอลลาร์,2023-04-19,The Standard,https://thestandard.co/no1-dollar-position-is-shaky/
2023,Apr,เศรษฐกิจ/การเงิน,ดอลลาร์,นักเศรษฐศาสตร์ชื่อดังเชื่อว่ากระแส‘HyperBitcoinization’ไร้ทางหลีกเลี่ยงหากดอลลาร์สหรัฐสูญเสียอำนาจ,2023-04-12,The Standard,https://thestandard.co/hyperbitcoinization-is-inevitable/
2023,May,เศรษฐกิจ/การเงิน,หุ้น,หุ้นไทยดิ่งหนัก!กูรูชี้ตลาดหวั่น‘ก้าวไกล’เก็บกวาดกลุ่มทุนผูกขาดลามกระทบหุ้นกึ่งผูกขาดเสี่ยงทำตลาดยังผันผวนต่อ,2023-05-15,The Standard,https://thestandard.co/thai-stock-dropped-on-political-effect/
2023,May,เศรษฐกิจ/การเงิน,หุ้น,หุ้นดีครึ่งเดือนแรก!!,2023-05-03,ไทยรัฐ,https://www.thairath.co.th/money/investment/stocks/2690785
2023,May,เศรษฐกิจ/การเงิน,ตลาด,SCBEICเตือนส่งออกยังเสี่ยงเหตุตลาดจีนแผ่ว-เศรษฐกิจโลกชะลอชัดหลังพบส่งออกไทยเดือนเม.ย.ทรุดหนักสุดในรอบ4เดือน,2023-05-31,The Standard,https://thestandard.co/scb-eic-warns-exports-market-risk/
2023,May,เศรษฐกิจ/การเงิน,ตลาด,"หุ้นไทยวันนี้18พ.ค.66ปิดตลาดหุ้นบ่ายปรับขึ้น3.95ดัชนีอยู่ที่1,526จุด",2023-05-18,ไทยรัฐ,https://www.thairath.co.th/money/investment/stocks/2695041
2023,May,เศรษฐกิจ/การเงิน,เงิน,ทำนายX-dateหรือวันเงินรัฐบาลสหรัฐฯหมด!ก่อนการเจรจาปม‘เพดานหนี้’ของไบเดน-แมคคาร์ธีรอบใหม่ศุกร์นี้,2023-05-11,The Standard,https://thestandard.co/us-x-date-prediction/
2023,May,เศรษฐกิจ/การเงิน,เงิน,ตลาดคริปโตจะเป็นที่หลบภัยแห่งใหม่หรือไม่?หลังเงินทุนกว่า3หมื่นล้านดอลลาร์ไหลออกจากแบงก์สหรัฐฯภายในหนึ่งสัปดาห์,2023-05-29,The Standard,https://thestandard.co/bitcoin-safe-haven-asset/
2023,May,เศรษฐกิจ/การเงิน,ลงทุน,กรมพัฒนาธุรกิจการค้าหวั่นโดนมิจฉาชีพหลอกร่วมลงทุนพาณิชย์ชี้นิติบุคคลปลอมระบาด,2023-05-03,ไทยรัฐ,https://www.thairath.co.th/money/economics/thailand_econ/2690837
2023,May,เศรษฐกิจ/การเงิน,ลงทุน,ชมคลิป:นักลงทุนสถาบันคาดหวังรัฐบาลใหม่ที่มีเสถียรภาพ|THESTANDARDWEALTH,2023-05-19,The Standard,https://thestandard.co/wealth-in-depth-19052023-2/
2023,May,เศรษฐกิจ/การเงิน,เศรษฐกิจ,หยวนอ่อนค่า!แตะระดับจิตวิทยาหลังตัวเลขเศรษฐกิจจีนออกมาต่ำกว่าคาด,2023-05-17,The Standard,https://thestandard.co/yuan-depreciates-to-psychological-level/
2023,May,เศรษฐกิจ/การเงิน,เศรษฐกิจ,เศรษฐกิจไทยพร้อมหรือไม่?หากรัฐบาลใหม่ปรับขึ้นVATเป็น10%ตามคำแนะนำจากWorldBank,2023-05-30,The Standard,https://thestandard.co/thai-economy-vat-10-percents/
2023,May,เศรษฐกิจ/การเงิน,รัฐบาล,เปิดภาพฝันอุตสาหกรรมใหม่ของไทยหากก้าวไกลประสบความสำเร็จในการจัดตั้งรัฐบาล,2023-05-15,The Standard,https://thestandard.co/thai-new-industry-from-move-forward-party-government/
2023,May,เศรษฐกิจ/การเงิน,รัฐบาล,หอการค้าฯมองMOU8พรรคสร้างความเชื่อมั่นให้ทุกฝ่ายเชื่อส.ส.และส.ว.บางส่วนจะให้การสนับสนุนเพิ่มเติมจนสามารถจัดตั้งรัฐบาลใหม่ได้,2023-05-23,The Standard,https://thestandard.co/thaichamber-mou-8-political-parties/
2023,May,เศรษฐกิจ/การเงิน,โลก,สนค.ชี้!ทั่วโลกตื่นดูแลสุขภาพไทยรับอานิสงส์เศรษฐกิจดีเปิดท่องเที่ยวเต็มรูปแบบ,2023-05-06,ไทยรัฐ,https://www.thairath.co.th/money/economics/thailand_econ/2691609
2023,May,เศรษฐกิจ/การเงิน,โลก,ฟูมิโอะคิชิดะเชิญผู้ผลิตชิปและเซมิคอนดักเตอร์ทั่วโลกเข้าพบพร้อมทุ่มงบอุดหนุนดึงดูดเม็ดเงินลงทุนหวังช่วยญี่ปุ่นทวงคืนสถานะผู้นำอุตสาหกรรม,2023-05-17,The Standard,https://thestandard.co/kishida-to-meet-south-korea-taiwan/
2023,May,เศรษฐกิจ/การเงิน,สหรัฐฯ,สหรัฐฯปิดดีลการค้าหนุนไต้หวันต้านคว่ำบาตรจีน,2023-05-19,ไทยรัฐ,https://www.thairath.co.th/money/economics/world_econ/2695314
2023,May,เศรษฐกิจ/การเงิน,สหรัฐฯ,วิกฤติเพดานหนี้สหรัฐฯยังยืดเยื้อไบเดนเตรียมประชุมอีกรอบหาข้อสรุปก่อนถึงเส้นตาย,2023-05-23,ไทยรัฐ,https://www.thairath.co.th/money/economics/world_econ/2695984
2023,May,เศรษฐกิจ/การเงิน,หนี้,ธนาคารโลกจี้กลุ่มประเทศG7ร่วมแก้วิกฤตหนี้ในกลุ่มประเทศกำลังพัฒนาเผยครึ่งหนึ่งของกลุ่มประเทศรายได้ต่ำกำลังเผชิญปัญหารุนแรง,2023-05-11,The Standard,https://thestandard.co/world-bank-chief-calls-for-urgency/
2023,May,เศรษฐกิจ/การเงิน,หนี้,ทีเอ็มบีธนชาตผุดสินเชื่อแก้หนี้มนุษย์เงินเดือนดอกเบี้ยเริ่มต้น7.99%หวังช่วยปลดภาระหนี้,2023-05-09,ไทยรัฐ,https://www.thairath.co.th/money/personal_finance/banking_bond/2692391
2023,May,เศรษฐกิจ/การเงิน,หุ้นไทย,กรุงศรีแนะโยกเงินซื้อหุ้นญี่ปุ่นหลังดัชนีจ่อจุดสูงสุดใหม่มองหุ้นไทยเสี่ยงสูงจากการเมืองกดดัน,2023-05-26,ไทยรัฐ,https://www.thairath.co.th/money/investment/stocks/2696898
2023,May,เศรษฐกิจ/การเงิน,หุ้นไทย,"หุ้นไทยวันนี้24พ.ค.66ปิดตลาดหุ้นบ่ายปรับขึ้น1.67ดัชนีอยู่ที่1,536จุด",2023-05-24,ไทยรัฐ,https://www.thairath.co.th/money/investment/stocks/2696585
2023,Jun,เศรษฐกิจ/การเงิน,หุ้น,ส่องผู้ถือหุ้นใหญ่INTUCHเปลี่ยนไปอย่างไรหลังGULFขึ้นมาเป็นเบอร์1,2023-06-12,The Standard,https://thestandard.co/intuch-major-shareholder-info/
2023,Jun,เศรษฐกิจ/การเงิน,หุ้น,ชมคลิป:หุ้นกู้STARKอีก3รุ่นมูลค่า6.96พันล้านบาทไม่รอดถูกสั่งCallDefault|THESTANDARDWEALTH,2023-06-21,The Standard,https://thestandard.co/morning-wealth-21062023-3/
2023,Jun,เศรษฐกิจ/การเงิน,ตลาด,เจ้าของMandalaสตาร์ทอัพไทยสายBigDataระดมทุนPre-seriesA150ล้านบาทเตรียมเข้าตลาดหุ้นใน2ปี,2023-06-20,ไทยรัฐ,https://www.thairath.co.th/money/tech_innovation/startup/2703081
2023,Jun,เศรษฐกิจ/การเงิน,ตลาด,ตลาดหลักทรัพย์ฯคุมเข้ม-แก้เกณฑ์บริษัทเข้าตลาดหุ้น,2023-06-22,ไทยรัฐ,https://www.thairath.co.th/money/investment/stocks/2703702
2023,Jun,เศรษฐกิจ/การเงิน,โลก,ชมคลิป:โลกเสี่ยงวิกฤตสภาพคล่องหดฉุด‘หุ้นโลก’ดิ่งหนัก|MorningWealth1มิ.ย.2566,2023-06-01,The Standard,https://thestandard.co/morning-wealth-01062023/
2023,Jun,เศรษฐกิจ/การเงิน,โลก,ขีดความสามารถแข่งขันไทยขยับขึ้น3อันดับผงาดอยู่ที่30จาก64เขตเศรษฐกิจทั่วโลก!,2023-06-20,ไทยรัฐ,https://www.thairath.co.th/money/economics/world_econ/2703214
2023,Jun,เศรษฐกิจ/การเงิน,ลงทุน,อ่านเกม‘จีน-สหรัฐฯ’เริ่มเปลี่ยนแปลงนโยบายการเงินพร้อมกันอีกครั้งแล้วเงินลงทุนจะวิ่งไปอยู่ตรงไหน,2023-06-16,The Standard,https://thestandard.co/china-usa-money-policy-changes/
2023,Jun,เศรษฐกิจ/การเงิน,ลงทุน,WHAUPขายหุ้นกู้-กรีนบอนด์หมดเกลี้ยง3.5พันล้านบาทสะท้อนความเชื่อมั่นต่อบริษัทและกระแสการลงทุนสีเขียว,2023-06-16,The Standard,https://thestandard.co/whaup-green-bond-sold-out/
2023,Jun,เศรษฐกิจ/การเงิน,เศรษฐกิจ,“หนี้เน่าปูด-รถยึดล้นลานประมูล”สัญญาณเสี่ยงการฟื้นตัวของเศรษฐกิจไทย,2023-06-12,ThaiPBS,https://www.thaipbs.or.th/news/content/328717
2023,Jun,เศรษฐกิจ/การเงิน,เศรษฐกิจ,นักวิเคราะห์เชื่อจีนออกมาตรการกระตุ้นเศรษฐกิจเพิ่มช่วงครึ่งปีหลังเหตุการใช้จ่ายเพื่อท่องเที่ยวยอดขายบ้านและรถยนต์ชะลอตัวต่อเนื่อง,2023-06-26,The Standard,https://thestandard.co/china-soft-spending-data-signals-more-warning/
2023,Jun,เศรษฐกิจ/การเงิน,STARK,ก.ล.ต.เสนอแก้กฎหมายเอาผิดBig4บทเรียนครั้งใหญ่จากหุ้นSTARK,2023-06-27,workpoint,https://workpointtoday.com/sec-proposes-legal-amendment-to-criminalize-big-4/
2023,Jun,เศรษฐกิจ/การเงิน,STARK,ก.ล.ต.จับตาแผนแก้ปัญหาSTARKไม่กระทบการดำเนินคดีเตรียมเสนอแผนฟื้นความเชื่อมั่นก.ค.นี้,2023-06-29,ไทยรัฐ,https://www.thairath.co.th/money/investment/stocks/2705606
2023,Jun,เศรษฐกิจ/การเงิน,จีน,จับตาNVIDIAและผู้ผลิตชิปสหรัฐฯรับผลกระทบหลังไบเดนเพิ่มกฎหมายสกัดการส่งออกชิปAIไปจีน,2023-06-29,ไทยรัฐ,https://www.thairath.co.th/money/tech_innovation/tech_companies/2705674
2023,Jun,เศรษฐกิจ/การเงิน,จีน,ชมคลิป:จีนขอแบงก์ใหญ่ลดดอกเบี้ยเงินฝากหวังช่วยฟื้นเศรษฐกิจ|MorningWealth7มิ.ย.2566,2023-06-07,The Standard,https://thestandard.co/morning-wealth-07062023/
2023,Jun,เศรษฐกิจ/การเงิน,ธุรกิจ,ตลาดความงามเครื่องสำอางในอาเซียนโตไม่หยุดดันไทยเป็นฮับธุรกิจB2B,2023-06-08,ไทยรัฐ,https://www.thairath.co.th/money/business_marketing/marketing/2700156
2023,Jun,เศรษฐกิจ/การเงิน,ธุรกิจ,“โอกาสของธุรกิจค้าปลีกไม่ใช่แค่ในไทยแต่รวมไปถึงเวียดนามและสปป.ลาว”จับตา‘บิ๊กซีรีเทล’กับการเข้าสู่ตลาดหลักทรัพย์ฯก่อนขยายธุรกิจทั้งในและต่างประเทศ,2023-06-08,The Standard,https://thestandard.co/big-c-retail-expands-branches-in-laos-vietnam/
2023,Jun,เศรษฐกิจ/การเงิน,สหรัฐฯ,ทุบสถิติใหม่!นักลงทุนรายย่อยในสหรัฐฯลุยซื้อหุ้นรวม1.5พันล้านดอลลาร์ภายในสัปดาห์เดียว,2023-06-22,The Standard,https://thestandard.co/retail-investors-bought-1-5-billion-usd-stocks/
2023,Jun,เศรษฐกิจ/การเงิน,สหรัฐฯ,เครดิตภาษีEVของโจไบเดนได้ผล!ค่ายรถและผู้ผลิตแบตเตอรี่ญี่ปุ่นเกาหลีแห่ตั้งฐานผลิตที่สหรัฐฯคาดมูลค่าไม่ต่ำกว่า1.4แสนล้านดอลลาร์,2023-06-08,The Standard,https://thestandard.co/joe-bidens-ev-tax-credit-works/
2023,Jun,เศรษฐกิจ/การเงิน,ตลาดหุ้น,"หุ้นไทยวันนี้20มิ.ย.66ปิดตลาดหุ้นเช้าปรับลด18.24จุดดัชนีอยู่ที่1,538.68จุด",2023-06-20,ไทยรัฐ,https://www.thairath.co.th/money/investment/stocks/2703233
2023,Jun,เศรษฐกิจ/การเงิน,ตลาดหุ้น,"หุ้นไทยวันนี้29มิ.ย.66ปิดตลาดหุ้นเช้าปรับเพิ่ม21.02จุดดัชนีอยู่ที่1,487.95จุด",2023-06-29,ไทยรัฐ,https://www.thairath.co.th/money/investment/stocks/2705624
2023,Jul,เศรษฐกิจ/การเงิน,หุ้น,หุ้นTRUE-ADVANC!!,2023-07-06,ไทยรัฐ,https://www.thairath.co.th/money/investment/stocks/2707264
2023,Jul,เศรษฐกิจ/การเงิน,หุ้น,9ในท็อป10มาร์เก็ตแคปตลาดหุ้นไทยลุยเอาจริงสู่NetZero2050,2023-07-29,The Standard,https://thestandard.co/top-9-out-of-10-thai-stock-market-net-zero-2050/
2023,Jul,เศรษฐกิจ/การเงิน,ตลาด,ชมคลิป:เจาะโอกาสการเติบโตของตลาดโซลาร์รูฟครัวเรือนรับค่าไฟฟ้าแพง|THESTANDARDWEALTH,2023-07-31,The Standard,https://thestandard.co/morning-wealth-31072023-3/
2023,Jul,เศรษฐกิจ/การเงิน,ตลาด,‘ณุศาศิริ’แจง3ปมร้อนหลังตลาดหลักทรัพย์ฯสั่งชี้แจงงบด้านราคาหุ้นทรุด24%,2023-07-11,The Standard,https://thestandard.co/nusa-explained-3-topics/
2023,Jul,เศรษฐกิจ/การเงิน,เงิน,ตลาดคาดคืนนี้ECBขยับขึ้นดอกเบี้ยอีก0.25%พร้อมเปิดกว้างต่อความเป็นไปได้ทุกรูปแบบเพื่อรับมือกับเงินเฟ้อที่ยังอยู่ในระดับสูงหลังจากนี้,2023-07-27,The Standard,https://thestandard.co/ecb-hike-rates-again-keep-options-open-september/
2023,Jul,เศรษฐกิจ/การเงิน,เงิน,"RSดึงUniversalMusicค่ายเพลงระดับโลกที่ควักเงิน1,600ล้านบาทร่วมบริหารลิขสิทธิ์เพลงพร้อมบุกหนักตลาดเพลงไทย-ต่างประเทศ",2023-07-03,The Standard,https://thestandard.co/rs-music-joint-venture-universal-music-group/
