year,month,news_category,keyword,frequency
2023,Jul,เศรษฐกิจ/การเงิน,จีน,83
2023,Jul,เศรษฐกิจ/การเงิน,ลงทุน,74
2023,Jul,เศรษฐกิจ/การเงิน,เศรษฐกิจ,66
2023,Jul,เศรษฐกิจ/การเงิน,หุ้นไทย,60
2023,Jul,เศรษฐกิจ/การเงิน,หนี้,59
2023,Jul,เศรษฐกิจ/การเงิน,ธุรกิจ,58
2023,Aug,เศรษฐกิจ/การเงิน,หุ้น,199
2023,Aug,เศรษฐกิจ/การเงิน,เงิน,159
2023,Aug,เศรษฐกิจ/การเงิน,ตลาด,139
2023,Aug,เศรษฐกิจ/การเงิน,จีน,103
2023,Aug,เศรษฐกิจ/การเงิน,โลก,87
2023,Aug,เศรษฐกิจ/การเงิน,เศรษฐกิจ,84
2023,Aug,เศรษฐกิจ/การเงิน,กำไร,69
2023,Aug,เศรษฐกิจ/การเงิน,ตลาดหุ้น,62
2023,Aug,เศรษฐกิจ/การเงิน,หุ้นไทย,61
2023,Aug,เศรษฐกิจ/การเงิน,ธุรกิจ,59
2023,Sep,เศรษฐกิจ/การเงิน,หุ้น,201
2023,Sep,เศรษฐกิจ/การเงิน,เงิน,152
2023,Sep,เศรษฐกิจ/การเงิน,ตลาด,127
2023,Sep,เศรษฐกิจ/การเงิน,จีน,95
2023,Sep,เศรษฐกิจ/การเงิน,ลงทุน,87
2023,Sep,เศรษฐกิจ/การเงิน,เศรษฐกิจ,80
2023,Sep,เศรษฐกิจ/การเงิน,หนี้,65
2023,Sep,เศรษฐกิจ/การเงิน,เศรษฐา,57
2023,Sep,เศรษฐกิจ/การเงิน,รัฐบาล,52
2023,Sep,เศรษฐกิจ/การเงิน,ดิจิทัล,51
2023,Oct,เศรษฐกิจ/การเงิน,เงิน,180
2023,Oct,เศรษฐกิจ/การเงิน,หุ้น,161
2023,Oct,เศรษฐกิจ/การเงิน,ตลาด,129
2023,Oct,เศรษฐกิจ/การเงิน,โลก,92
2023,Oct,เศรษฐกิจ/การเงิน,ลงทุน,85
2023,Oct,เศรษฐกิจ/การเงิน,ดิจิทัล,71
2023,Oct,เศรษฐกิจ/การเงิน,จีน,67
2023,Oct,เศรษฐกิจ/การเงิน,เศรษฐกิจ,62
2023,Oct,เศรษฐกิจ/การเงิน,กำไร,62
2023,Oct,เศรษฐกิจ/การเงิน,ธุรกิจ,57
2023,Nov,เศรษฐกิจ/การเงิน,หุ้น,156
2023,Nov,เศรษฐกิจ/การเงิน,เงิน,146
2023,Nov,เศรษฐกิจ/การเงิน,ตลาด,124
2023,Nov,เศรษฐกิจ/การเงิน,ลงทุน,97
2023,Nov,เศรษฐกิจ/การเงิน,เศรษฐกิจ,88
2023,Nov,เศรษฐกิจ/การเงิน,โลก,86
2023,Nov,เศรษฐกิจ/การเงิน,กำไร,67
2023,Nov,เศรษฐกิจ/การเงิน,ดอกเบี้ย,61
2023,Nov,เศรษฐกิจ/การเงิน,ธุรกิจ,56
2023,Nov,เศรษฐกิจ/การเงิน,จีน,52
2023,Dec,เศรษฐกิจ/การเงิน,หุ้น,148
2023,Dec,เศรษฐกิจ/การเงิน,เงิน,130
2023,Dec,เศรษฐกิจ/การเงิน,ตลาด,98
2023,Dec,เศรษฐกิจ/การเงิน,ลงทุน,83
2023,Dec,เศรษฐกิจ/การเงิน,ธุรกิจ,60
2023,Dec,เศรษฐกิจ/การเงิน,เศรษฐกิจ,50
2023,Dec,เศรษฐกิจ/การเงิน,ดอกเบี้ย,46
2023,Dec,เศรษฐกิจ/การเงิน,จีน,43
2023,Dec,เศรษฐกิจ/การเงิน,ตลาดหุ้น,38
2023,Dec,เศรษฐกิจ/การเงิน,หุ้นไทย,35
2022,Jan,ต่างประเทศ,โควิด-19,188
2022,Jan,ต่างประเทศ,สหรัฐฯ,108
2022,Jan,ต่างประเทศ,โอมิครอน,67
2022,Jan,ต่างประเทศ,วัคซีน,64
2022,Jan,ต่างประเทศ,จีน,61
2022,Jan,ต่างประเทศ,รัสเซีย,44
2022,Jan,ต่างประเทศ,ยูเครน,38
2022,Jan,ต่างประเทศ,อังกฤษ,35
2022,Jan,ต่างประเทศ,ตองกา,34
2022,Jan,ต่างประเทศ,ญี่ปุ่น,31
2022,Feb,ต่างประเทศ,วิกฤตยูเครน,303
2022,Feb,ต่างประเทศ,รัสเซีย,270
2022,Feb,ต่างประเทศ,โควิด-19,102
2022,Feb,ต่างประเทศ,สหรัฐฯ,94
2022,Feb,ต่างประเทศ,ปูติน,82
2022,Feb,ต่างประเทศ,รัสเซียยูเครน,47
2022,Feb,ต่างประเทศ,จีน,44
2022,Feb,ต่างประเทศ,ไบเดน,39
2022,Feb,ต่างประเทศ,คว่ำบาตร,36
2022,Feb,ต่างประเทศ,ไทย,35
2022,Mar,ต่างประเทศ,รัสเซีย,512
2022,Mar,ต่างประเทศ,ยูเครน,495
2022,Mar,ต่างประเทศ,สงครามยูเครนรัสเซีย,171
2022,Mar,ต่างประเทศ,สหรัฐฯ,94
2022,Mar,ต่างประเทศ,ปูติน,81
2022,Mar,ต่างประเทศ,จีน,77
2022,Mar,ต่างประเทศ,โลก,59
2022,Mar,ต่างประเทศ,กรุงเคียฟ,55
2022,Mar,ต่างประเทศ,ไบเดน,50
2022,Mar,ต่างประเทศ,รัสเซีย-ยูเครน,46
2022,Apr,ต่างประเทศ,รัสเซีย,213
2022,Apr,ต่างประเทศ,สงครามยูเครน,197
2022,Apr,ต่างประเทศ,โควิด,73
2022,Apr,ต่างประเทศ,สงคราม,62
2022,Apr,ต่างประเทศ,สหรัฐฯ,58
2022,Apr,ต่างประเทศ,จีน,51
2022,Apr,ต่างประเทศ,ปูติน,46
2022,Apr,ต่างประเทศ,ศพ,42
2022,Apr,ต่างประเทศ,ผู้นำ,41
2022,Apr,ต่างประเทศ,โจมตี,37
2022,May,ต่างประเทศ,รัสเซีย,167
2022,May,ต่างประเทศ,ยูเครน,150
2022,May,ต่างประเทศ,สหรัฐฯ,87
2022,May,ต่างประเทศ,จีน,63
2022,May,ต่างประเทศ,โควิด,63
2022,May,ต่างประเทศ,ฝีดาษลิง,59
2022,May,ต่างประเทศ,ผู้นำ,49
2022,May,ต่างประเทศ,ศพ,45
2022,May,ต่างประเทศ,เกาหลีเหนือ,39
2022,May,ต่างประเทศ,กราดยิง,34
2022,Jun,ต่างประเทศ,รัสเซีย,134
2022,Jun,ต่างประเทศ,ยูเครน,126
2022,Jun,ต่างประเทศ,สหรัฐฯ,88
2022,Jun,ต่างประเทศ,จีน,79
2022,Jun,ต่างประเทศ,โควิด,41
2022,Jun,ต่างประเทศ,อังกฤษ,38
2022,Jun,ต่างประเทศ,ฝีดาษลิง,30
2022,Jun,ต่างประเทศ,ปูติน,28
2022,Jun,ต่างประเทศ,ยุโรป,26
2022,Jun,ต่างประเทศ,ผู้นำ,25
2022,Jul,ต่างประเทศ,รัสเซีย,100
2022,Jul,ต่างประเทศ,ยูเครน,96
2022,Jul,ต่างประเทศ,สหรัฐฯ,92
2022,Jul,ต่างประเทศ,ศรีลังกา,83
2022,Jul,ต่างประเทศ,นายกฯ,80
2022,Jul,ต่างประเทศ,จีน,79
2022,Jul,ต่างประเทศ,ญี่ปุ่น,68
2022,Jul,ต่างประเทศ,อาเบะ,67
2022,Jul,ต่างประเทศ,โควิด,56
2022,Jul,ต่างประเทศ,ผู้นำ,50
2022,Aug,ต่างประเทศ,จีน,167
2022,Aug,ต่างประเทศ,ไต้หวัน,135
2022,Aug,ต่างประเทศ,สหรัฐฯ,105
2022,Aug,ต่างประเทศ,รัสเซีย,97
2022,Aug,ต่างประเทศ,เพโลซี,80
2022,Aug,ต่างประเทศ,ยูเครน,74
2022,Aug,ต่างประเทศ,โควิด,50
2022,Aug,ต่างประเทศ,เยือนไต้หวัน,45
2022,Aug,ต่างประเทศ,เกาหลีใต้,34
2022,Aug,ต่างประเทศ,น้ำท่วม,34
2022,Sep,ต่างประเทศ,รัสเซีย,153
2022,Sep,ต่างประเทศ,ควีนเอลิซาเบธที่2,129
2022,Sep,ต่างประเทศ,ยูเครน,106
2022,Sep,ต่างประเทศ,อังกฤษ,72
2022,Sep,ต่างประเทศ,ปูติน,71
2022,Sep,ต่างประเทศ,จีน,67
2022,Sep,ต่างประเทศ,สหรัฐฯ,58
2022,Sep,ต่างประเทศ,ญี่ปุ่น,50
2022,Sep,ต่างประเทศ,ไต้ฝุ่น,36
2022,Sep,ต่างประเทศ,นายกฯ,30
2022,Oct,ต่างประเทศ,รัสเซีย,141
2022,Oct,ต่างประเทศ,ยูเครน,133
2022,Oct,ต่างประเทศ,จีน,125
2022,Oct,ต่างประเทศ,ศพ,71
2022,Oct,ต่างประเทศ,สหรัฐฯ,64
2022,Oct,ต่างประเทศ,สีจิ้นผิง,53
2022,Oct,ต่างประเทศ,นายกฯ,49
2022,Oct,ต่างประเทศ,ปูติน,47
2022,Oct,ต่างประเทศ,อังกฤษ,46
2022,Oct,ต่างประเทศ,อิแทวอน,45
2022,Nov,ต่างประเทศ,จีน,142
2022,Nov,ต่างประเทศ,สหรัฐฯ,99
2022,Nov,ต่างประเทศ,รัสเซีย,99
2022,Nov,ต่างประเทศ,ยูเครน,95
2022,Nov,ต่างประเทศ,ผู้นำ,74
2022,Nov,ต่างประเทศ,โควิด,74
2022,Nov,ต่างประเทศ,ไบเดน,48
2022,Nov,ต่างประเทศ,ประท้วง,42
2022,Nov,ต่างประเทศ,APEC,39
2022,Nov,ต่างประเทศ,เลือกตั้งกลางเทอม,38
2022,Dec,ต่างประเทศ,จีน,153
2022,Dec,ต่างประเทศ,สหรัฐฯ,119
2022,Dec,ต่างประเทศ,โควิด-19,106
2022,Dec,ต่างประเทศ,รัสเซีย,88
2022,Dec,ต่างประเทศ,ยูเครน,80
2022,Dec,ต่างประเทศ,ศพ,46
2022,Dec,ต่างประเทศ,ประท้วง,46
2022,Dec,ต่างประเทศ,ปูติน,28
2022,Dec,ต่างประเทศ,อิหร่าน,24
2022,Dec,ต่างประเทศ,เซเลนสกี,23
2023,Jan,ต่างประเทศ,จีน,142
2023,Jan,ต่างประเทศ,ยูเครน,93
2023,Jan,ต่างประเทศ,สหรัฐฯ,84
2023,Jan,ต่างประเทศ,โควิด-19,78
2023,Jan,ต่างประเทศ,รัสเซีย,65
2023,Jan,ต่างประเทศ,ศพ,59
2023,Jan,ต่างประเทศ,สงคราม,37
2023,Jan,ต่างประเทศ,ญี่ปุ่น,30
2023,Jan,ต่างประเทศ,เครื่องบิน,30
2023,Jan,ต่างประเทศ,ตรุษจีน,29
2023,Feb,ต่างประเทศ,แผ่นดินไหวตุรกี,114
2023,Feb,ต่างประเทศ,จีน,107
2023,Feb,ต่างประเทศ,สหรัฐฯ,104
2023,Feb,ต่างประเทศ,ยูเครน,92
2023,Feb,ต่างประเทศ,รัสเซีย,79
2023,Feb,ต่างประเทศ,ศพ,64
2023,Feb,ต่างประเทศ,สงคราม,51
2023,Feb,ต่างประเทศ,บอลลูน,49
2023,Feb,ต่างประเทศ,ตุรกี-ซีเรีย,25
2023,Feb,ต่างประเทศ,ไบเดน,23
2023,Mar,ต่างประเทศ,สหรัฐฯ,134
2023,Mar,ต่างประเทศ,จีน,126
2023,Mar,ต่างประเทศ,รัสเซีย,107
2023,Mar,ต่างประเทศ,ยูเครน,86
2023,Mar,ต่างประเทศ,ประท้วง,44
2023,Mar,ต่างประเทศ,สงคราม,44
2023,Mar,ต่างประเทศ,สีจิ้นผิง,43
2023,Mar,ต่างประเทศ,ศพ,41
2023,Mar,ต่างประเทศ,ปูติน,40
2023,Mar,ต่างประเทศ,ญี่ปุ่น,36
2023,Apr,ต่างประเทศ,จีน,139
2023,Apr,ต่างประเทศ,สหรัฐฯ,91
2023,Apr,ต่างประเทศ,ซูดาน,63
2023,Apr,ต่างประเทศ,รัสเซีย,63
2023,Apr,ต่างประเทศ,ยูเครน,56
2023,Apr,ต่างประเทศ,ไต้หวัน,47
2023,Apr,ต่างประเทศ,ศพ,40
2023,Apr,ต่างประเทศ,ญี่ปุ่น,38
2023,Apr,ต่างประเทศ,ระเบิด,28
2023,Apr,ต่างประเทศ,อินเดีย,28
2023,May,ต่างประเทศ,รัสเซีย,118
2023,May,ต่างประเทศ,ยูเครน,86
2023,May,ต่างประเทศ,สหรัฐฯ,84
2023,May,ต่างประเทศ,จีน,77
2023,May,ต่างประเทศ,พระเจ้าชาร์ลส์ที่ 3,59
2023,May,ต่างประเทศ,เลือกตั้ง,53
2023,May,ต่างประเทศ,อังกฤษ,52
2023,May,ต่างประเทศ,ศพ,48
2023,May,ต่างประเทศ,ญี่ปุ่น,42
2023,May,ต่างประเทศ,พระราชพิธีบรมราชาภิเษก,38
2023,Jun,ต่างประเทศ,สหรัฐฯ,117
2023,Jun,ต่างประเทศ,จีน,103
2023,Jun,ต่างประเทศ,รัสเซีย,83
2023,Jun,ต่างประเทศ,ยูเครน,69
2023,Jun,ต่างประเทศ,ศพ,58
2023,Jun,ต่างประเทศ,เสียชีวิต,44
2023,Jun,ต่างประเทศ,เรือดำน้ำ,43
2023,Jun,ต่างประเทศ,ไททัน,37
2023,Jun,ต่างประเทศ,อินเดีย,34
2023,Jun,ต่างประเทศ,ระเบิด,31
2023,Jul,ต่างประเทศ,จีน,89
2023,Jul,ต่างประเทศ,สหรัฐฯ,87
2023,Jul,ต่างประเทศ,รัสเซีย,68
2023,Jul,ต่างประเทศ,ยูเครน,63
2023,Jul,ต่างประเทศ,ถล่ม,46
2023,Jul,ต่างประเทศ,เสียชีวิต,37
2023,Jul,ต่างประเทศ,ยิง,32
2023,Jul,ต่างประเทศ,เกาหลีใต้,29
2023,Jul,ต่างประเทศ,ญี่ปุ่น,29
2023,Jul,ต่างประเทศ,กัมพูชา,29
2023,Aug,ต่างประเทศ,จีน,84
2023,Aug,ต่างประเทศ,เสียชีวิต,77
2023,Aug,ต่างประเทศ,รัสเซีย,73
2023,Aug,ต่างประเทศ,สหรัฐฯ,70
2023,Aug,ต่างประเทศ,ญี่ปุ่น,46
2023,Aug,ต่างประเทศ,ยูเครน,43
2023,Aug,ต่างประเทศ,ไฟป่า,41
2023,Aug,ต่างประเทศ,ถล่ม,38
2023,Aug,ต่างประเทศ,อินเดีย,31
2023,Aug,ต่างประเทศ,เครื่องบิน,31
2023,Sep,ต่างประเทศ,จีน,81
2023,Sep,ต่างประเทศ,รัสเซีย,71
2023,Sep,ต่างประเทศ,สหรัฐฯ,69
2023,Sep,ต่างประเทศ,ยูเครน,58
2023,Sep,ต่างประเทศ,เสียชีวิต,43
2023,Sep,ต่างประเทศ,น้ำท่วม,38
2023,Sep,ต่างประเทศ,อินเดีย,37
2023,Sep,ต่างประเทศ,ถล่ม,35
2023,Sep,ต่างประเทศ,ไบเดน,28
2023,Sep,ต่างประเทศ,ปูติน,27
2023,Oct,ต่างประเทศ,อิสราเอล,363
2023,Oct,ต่างประเทศ,ฮามาส,161
2023,Oct,ต่างประเทศ,ฉนวนกาซา,130
2023,Oct,ต่างประเทศ,โจมตี,99
2023,Oct,ต่างประเทศ,สหรัฐฯ,85
2023,Oct,ต่างประเทศ,สงคราม,69
2023,Oct,ต่างประเทศ,เสียชีวิต,66
2023,Oct,ต่างประเทศ,ตัวประกัน,63
2023,Oct,ต่างประเทศ,จีน,60
2023,Oct,ต่างประเทศ,ปาเลสไตน์,49
2023,Nov,ต่างประเทศ,อิสราเอล,183
2023,Nov,ต่างประเทศ,ฮามาส,133
2023,Nov,ต่างประเทศ,ฉนวนกาซา,116
2023,Nov,ต่างประเทศ,ตัวประกัน,106
2023,Nov,ต่างประเทศ,สหรัฐฯ,81
2023,Nov,ต่างประเทศ,สงคราม,59
2023,Nov,ต่างประเทศ,จีน,55
2023,Nov,ต่างประเทศ,คนไทย,49
2023,Nov,ต่างประเทศ,โจมตี,46
2023,Nov,ต่างประเทศ,อิสราเอล-ฮามาส,35
2023,Dec,ต่างประเทศ,อิสราเอล,89
2023,Dec,ต่างประเทศ,ฉนวนกาซา,76
2023,Dec,ต่างประเทศ,สหรัฐฯ,54
2023,Dec,ต่างประเทศ,ฮามาส,53
2023,Dec,ต่างประเทศ,จีน,49
2023,Dec,ต่างประเทศ,โจมตี,49
2023,Dec,ต่างประเทศ,ยูเครน,40
2023,Dec,ต่างประเทศ,สงคราม,36
2023,Dec,ต่างประเทศ,รัสเซีย,29
2023,Dec,ต่างประเทศ,ตัวประกัน,26
2022,Jan,บันเทิง,รัก,75
2022,Jan,บันเทิง,ลูก,72
2022,Jan,บันเทิง,โควิด,69
2022,Jan,บันเทิง,โพสต์,51
2022,Jan,บันเทิง,บ้าน,45
2022,Jan,บันเทิง,แฟน,44
2022,Jan,บันเทิง,แม่,42
2022,Jan,บันเทิง,ชีวิต,40
2022,Jan,บันเทิง,แซ่บ,37
2022,Jan,บันเทิง,เพลง,31
2022,Feb,บันเทิง,แตงโมนิดา,102
2022,Feb,บันเทิง,รัก,82
2022,Feb,บันเทิง,สาว,59
2022,Feb,บันเทิง,แฟน,51
2022,Feb,บันเทิง,แม่,49
2022,Feb,บันเทิง,โพสต์,47
2022,Feb,บันเทิง,โควิด,42
2022,Feb,บันเทิง,แซ่บ,40
2022,Feb,บันเทิง,วาเลนไทน์,34
2022,Feb,บันเทิง,บ้าน,33
2022,Mar,บันเทิง,แตงโมนิดา,276
2022,Mar,บันเทิง,แม่,80
2022,Mar,บันเทิง,แฟน,77
2022,Mar,บันเทิง,รัก,71
2022,Mar,บันเทิง,ภาพ,70
2022,Mar,บันเทิง,โพสต์,65
2022,Mar,บันเทิง,ลูก,63
2022,Mar,บันเทิง,อาลัย,57
2022,Mar,บันเทิง,เบิร์ดแตงโม,54
2022,Mar,บันเทิง,ชีวิต,54
2022,Apr,บันเทิง,รัก,75
2022,Apr,บันเทิง,ลูก,66
2022,Apr,บันเทิง,แตงโม,58
2022,Apr,บันเทิง,โพสต์,44
2022,Apr,บันเทิง,ชีวิต,41
2022,Apr,บันเทิง,แฟน,40
2022,Apr,บันเทิง,สาว,36
2022,Apr,บันเทิง,แม่,36
2022,Apr,บันเทิง,แซ่บ,35
2022,Apr,บันเทิง,โชว์,34
2022,May,บันเทิง,แตงโม,81
2022,May,บันเทิง,รัก,74
2022,May,บันเทิง,โพสต์,66
2022,May,บันเทิง,ภาพ,65
2022,May,บันเทิง,ลูก,64
2022,May,บันเทิง,แฟน,61
2022,May,บันเทิง,แม่,49
2022,May,บันเทิง,แซ่บ,33
2022,May,บันเทิง,โชว์,32
2022,May,บันเทิง,เพลง,32
2022,Jun,บันเทิง,รัก,82
2022,Jun,บันเทิง,ลูก,57
2022,Jun,บันเทิง,ภาพ,54
2022,Jun,บันเทิง,แฟน,54
2022,Jun,บันเทิง,แซ่บ,52
2022,Jun,บันเทิง,ชีวิต,45
2022,Jun,บันเทิง,โชว์,41
2022,Jun,บันเทิง,แม่,41
2022,Jun,บันเทิง,โพสต์,32
2022,Jun,บันเทิง,อวด,30
2022,Jul,บันเทิง,รัก,57
2022,Jul,บันเทิง,แฟน,50
2022,Jul,บันเทิง,ภาพ,50
2022,Jul,บันเทิง,ชีวิต,49
2022,Jul,บันเทิง,เวียร์,43
2022,Jul,บันเทิง,วิกกี้,35
2022,Jul,บันเทิง,โชว์,30
2022,Jul,บันเทิง,โพสต์,30
2022,Jul,บันเทิง,สวย,26
2022,Jul,บันเทิง,เพลง,26
2022,Aug,บันเทิง,แม่,71
2022,Aug,บันเทิง,รัก,70
2022,Aug,บันเทิง,แฟน,64
2022,Aug,บันเทิง,โพสต์,56
2022,Aug,บันเทิง,ภาพ,54
2022,Aug,บันเทิง,ชีวิต,54
2022,Aug,บันเทิง,แซ่บ,44
2022,Aug,บันเทิง,เพลง,39
2022,Aug,บันเทิง,โชว์,33
2022,Aug,บันเทิง,สามี,32
2022,Sep,บันเทิง,ลูก,89
2022,Sep,บันเทิง,แฟน,78
2022,Sep,บันเทิง,แม่,65
2022,Sep,บันเทิง,รัก,61
2022,Sep,บันเทิง,แซ่บ,57
2022,Sep,บันเทิง,ภาพ,56
2022,Sep,บันเทิง,โพสต์,53
2022,Sep,บันเทิง,ชาวเน็ต,46
2022,Sep,บันเทิง,อิงฟ้า,46
2022,Sep,บันเทิง,ดราม่า,40
2022,Oct,บันเทิง,แฟน,77
2022,Oct,บันเทิง,ภาพ,69
2022,Oct,บันเทิง,โตโน่,66
2022,Oct,บันเทิง,โพสต์,60
2022,Oct,บันเทิง,ลูก,59
2022,Oct,บันเทิง,รัก,58
2022,Oct,บันเทิง,สาว,51
2022,Oct,บันเทิง,อิงฟ้า,46
2022,Oct,บันเทิง,ดราม่า,42
2022,Oct,บันเทิง,ชาวเน็ต,40
2022,Nov,บันเทิง,แฟน,105
2022,Nov,บันเทิง,ลูก,87
2022,Nov,บันเทิง,ภาพ,73
2022,Nov,บันเทิง,รัก,64
2022,Nov,บันเทิง,โพสต์,51
2022,Nov,บันเทิง,ชาวเน็ต,44
2022,Nov,บันเทิง,เพลง,41
2022,Nov,บันเทิง,โชว์,39
2022,Nov,บันเทิง,แซ่บ,39
2022,Nov,บันเทิง,หนุ่ม,39
2022,Dec,บันเทิง,ลูก,86
2022,Dec,บันเทิง,แฟน,74
2022,Dec,บันเทิง,รัก,66
2022,Dec,บันเทิง,ภาพ,59
2022,Dec,บันเทิง,น้อง,55
2022,Dec,บันเทิง,โพสต์,49
2022,Dec,บันเทิง,สวย,41
2022,Dec,บันเทิง,หวาน,35
2022,Dec,บันเทิง,ชาวเน็ต,32
2022,Dec,บันเทิง,หนุ่ม,31
2023,Jan,บันเทิง,รัก,73
2023,Jan,บันเทิง,ลูก,69
2023,Jan,บันเทิง,ภาพ,66
2023,Jan,บันเทิง,แฟน,65
2023,Jan,บันเทิง,โพสต์,58
2023,Jan,บันเทิง,แม่,55
2023,Jan,บันเทิง,สาว,52
2023,Jan,บันเทิง,น้อง,46
2023,Jan,บันเทิง,ชีวิต,44
2023,Jan,บันเทิง,แอนนา,42
2023,Feb,บันเทิง,แฟน,87
2023,Feb,บันเทิง,ลูก,83
2023,Feb,บันเทิง,ภาพ,69
2023,Feb,บันเทิง,รัก,68
2023,Feb,บันเทิง,โพสต์,50
2023,Feb,บันเทิง,ชีวิต,48
2023,Feb,บันเทิง,หนุ่ม,38
2023,Feb,บันเทิง,เคลียร์,32
2023,Feb,บันเทิง,สวย,32
2023,Feb,บันเทิง,แซ่บ,31
2023,Mar,บันเทิง,แฟน,83
2023,Mar,บันเทิง,รัก,74
2023,Mar,บันเทิง,โพสต์,67
2023,Mar,บันเทิง,สาว,60
2023,Mar,บันเทิง,ลูก,46
2023,Mar,บันเทิง,เพลง,41
2023,Mar,บันเทิง,ชาวเน็ต,40
2023,Mar,บันเทิง,แซ่บ,39
2023,Mar,บันเทิง,ก้อย,39
2023,Mar,บันเทิง,นิกกี้,37
2023,Apr,บันเทิง,รัก,46
2023,Apr,บันเทิง,แฟน,32
2023,Apr,บันเทิง,สาว,27
2023,Apr,บันเทิง,สงกรานต์,25
2023,Apr,บันเทิง,ลูก,23
2023,Apr,บันเทิง,ชาวเน็ต,20
2023,Apr,บันเทิง,ภาพ,20
2023,Apr,บันเทิง,ตงตง,19
2023,Apr,บันเทิง,ดราม่า,18
2023,Apr,บันเทิง,หนิงปณิตา,16
2023,May,บันเทิง,รัก,37
2023,May,บันเทิง,สาว,35
2023,May,บันเทิง,แฟน,32
2023,May,บันเทิง,โพสต์,26
2023,May,บันเทิง,ชีวิต,25
2023,May,บันเทิง,ชาวเน็ต,22
2023,May,บันเทิง,ใบเตย,22
2023,May,บันเทิง,น้อง,20
2023,May,บันเทิง,ภาพ,19
2023,May,บันเทิง,ทิม,18
2023,Jun,บันเทิง,แฟน,38
2023,Jun,บันเทิง,ลูก,36
2023,Jun,บันเทิง,แม่,30
2023,Jun,บันเทิง,โพสต์,27
2023,Jun,บันเทิง,สวย,19
2023,Jun,บันเทิง,เลิก,18
2023,Jun,บันเทิง,แซ่บ,17
2023,Jun,บันเทิง,น้อง,16
2023,Jun,บันเทิง,สามี,15
2023,Jun,บันเทิง,ชาวเน็ต,14
2023,Jul,บันเทิง,แฟน,61
2023,Jul,บันเทิง,รัก,37
2023,Jul,บันเทิง,แม่,36
2023,Jul,บันเทิง,ชีวิต,29
2023,Jul,บันเทิง,สาว,28
2023,Jul,บันเทิง,โพสต์,25
2023,Jul,บันเทิง,หนุ่ม,21
2023,Jul,บันเทิง,ชาวเน็ต,19
2023,Jul,บันเทิง,แซ่บ,16
2023,Jul,บันเทิง,สวย,14
2023,Aug,บันเทิง,แม่,22
2023,Aug,บันเทิง,สามี,21
2023,Aug,บันเทิง,แฟน,21
2023,Aug,บันเทิง,ภาพ,20
2023,Aug,บันเทิง,เลิก,18
2023,Aug,บันเทิง,ชีวิต,17
2023,Aug,บันเทิง,โพสต์,16
2023,Aug,บันเทิง,หนุ่ม,15
2023,Aug,บันเทิง,เพลง,15
2023,Aug,บันเทิง,น้อง,15
2023,Sep,บันเทิง,ลูก,34
2023,Sep,บันเทิง,ชีวิต,27
2023,Sep,บันเทิง,แฟน,27
2023,Sep,บันเทิง,รัก,25
2023,Sep,บันเทิง,ชาวเน็ต,19
2023,Sep,บันเทิง,โพสต์,19
2023,Sep,บันเทิง,เพลง,19
2023,Sep,บันเทิง,แม่,18
2023,Sep,บันเทิง,เลิก,15
2023,Sep,บันเทิง,สวย,14
2023,Oct,บันเทิง,รัก,32
2023,Oct,บันเทิง,แฟน,28
2023,Oct,บันเทิง,สาว,27
2023,Oct,บันเทิง,โพสต์,26
2023,Oct,บันเทิง,ชีวิต,24
2023,Oct,บันเทิง,เลิก,22
2023,Oct,บันเทิง,แม่,21
2023,Oct,บันเทิง,ชาวเน็ต,15
2023,Oct,บันเทิง,สวย,14
2023,Oct,บันเทิง,คอนเสิร์ต,13
2023,Nov,บันเทิง,แฟน,33
2023,Nov,บันเทิง,สาว,30
2023,Nov,บันเทิง,รัก,25
2023,Nov,บันเทิง,แอนโทเนียโพซิ้ว,24
2023,Nov,บันเทิง,ชีวิต,23
2023,Nov,บันเทิง,แม่,21
2023,Nov,บันเทิง,ชาวเน็ต,15
2023,Nov,บันเทิง,โพสต์,15
2023,Nov,บันเทิง,หนุ่ม,15
2023,Nov,บันเทิง,ดีเจโก,13
2023,Dec,บันเทิง,แฟน,46
2023,Dec,บันเทิง,รัก,46
2023,Dec,บันเทิง,ชีวิต,33
2023,Dec,บันเทิง,ภาพ,29
2023,Dec,บันเทิง,โพสต์,23
2023,Dec,บันเทิง,สวย,23
2023,Dec,บันเทิง,แม่,22
2023,Dec,บันเทิง,น้อง,22
2023,Dec,บันเทิง,ปัง,19
2023,Dec,บันเทิง,ดราม่า,18
2022,Jan,อาชญากรรม,,140
2022,Jan,อาชญากรรม,"ดับ, ตาย",108
2022,Jan,อาชญากรรม,จับ,99
2022,Jan,อาชญากรรม,ยิง,88
2022,Jan,อาชญากรรม,หนุ่ม,62
2022,Jan,อาชญากรรม,สาว,51
2022,Jan,อาชญากรรม,หนี,51
2022,Jan,อาชญากรรม,ปืน,50
2022,Jan,อาชญากรรม,บ้าน,47
2022,Jan,อาชญากรรม,คดี,45
2022,Feb,อาชญากรรม,ตำรวจ,154
2022,Feb,อาชญากรรม,จับ,104
2022,Feb,อาชญากรรม,ยิง,86
2022,Feb,อาชญากรรม,คดี,60
2022,Feb,อาชญากรรม,ฆ่า,56
2022,Feb,อาชญากรรม,แตงโม,48
2022,Feb,อาชญากรรม,รถ,47
2022,Feb,อาชญากรรม,สาว,45
2022,Feb,อาชญากรรม,เงิน,45
2022,Feb,อาชญากรรม,แก๊ง,43
2022,Mar,อาชญากรรม,ตำรวจ,194
2022,Mar,อาชญากรรม,คดีแตงโม,132
